421.63199	0.047259647
424.00201	0.047173969
426.37299	0.044124983
428.741	0.041076269
431.11099	0.038881131
433.478	0.037182093
435.84698	0.037362903
438.21301	0.038143612
440.57999	0.037252575
442.94501	0.036430988
445.311	0.036520638
447.67401	0.035688072
450.039	0.03450983
452.401	0.034058318
454.76501	0.033676255
457.12601	0.032510314
459.491	0.030675825
461.85001	0.028703248
464.21201	0.026581049
466.57001	0.02584286
468.92999	0.026211923
471.28799	0.02721546
473.646	0.028795825
476.00299	0.028669838
478.35999	0.02854412
480.715	0.028407132
483.07199	0.025456801
485.42499	0.02136516
487.78	0.019453147
490.13501	0.019951375
492.48901	0.01923912
494.84	0.018054372
497.19299	0.01786156
499.543	0.015916271
501.89499	0.014559325
504.24399	0.014597914
506.59399	0.01355282
508.944	0.012531026
511.293	0.011913106
513.63898	0.010995656
515.987	0.010401334
518.33197	0.0093460185
520.67902	0.0074722441
523.02301	0.0068210079
525.37097	0.0074268836
527.716	0.0071105468
530.05798	0.0050648344
532.40198	0.0040341155
534.74298	0.0042605526
537.08502	0.0038414868
539.427	0.0030536568
541.76801	0.0028426538
544.10699	0.0037273779
546.44702	0.0026981803
548.78497	0.0008851047
551.125	0.0010902213
553.46198	0.001941349
555.79901	0.0024006923
558.13397	0.0016841058
560.47101	0.0015212358
562.80701	0.0015431027
565.14203	0.0017151486
567.47498	0.0042859395
569.80902	0.0058422252
572.14203	0.0063032894
574.47498	0.0099702692
576.80603	0.014156414
579.13702	0.016705396
581.466	0.019070107
583.79901	0.022115376
586.12701	0.026556185
588.45599	0.031112557
590.78497	0.033778064
593.11102	0.037066534
595.43597	0.042603835
597.763	0.045788977
600.09003	0.047417644
602.41498	0.048550732
604.73901	0.046132486
607.06299	0.043333944
609.38702	0.044041105
611.71002	0.04517518
614.03101	0.04341517
616.35498	0.04130945
618.67499	0.040241789
620.99597	0.03962411
623.31403	0.039917618
625.63599	0.039680921
627.953	0.037830111
630.27197	0.035691246
632.59198	0.035236161
634.90698	0.035738438
637.224	0.036229413
639.54102	0.035763524
641.85602	0.032945544
644.16901	0.029066937
646.48602	0.026341656
648.79797	0.024896594
651.11102	0.023209617
653.42401	0.022399228
655.73602	0.021589084
658.047	0.019337784
660.35797	0.017386539
662.66699	0.016046677
664.97803	0.015491172
667.284	0.015593208
669.59198	0.016410401
671.90002	0.016951056
674.20697	0.016638637
